title,location,job_id,level,job_url,keyword,description
Developer Microsoft D365 Finance & Operations,"NL, VEENENDAAL",N/A,N/A,https://www.hso.com/careers/vacancies/developer-microsoft-d365-finance-operations/,Microsoft Dynamics,"Are you a software developer with a passion for Microsoft D365 and Finance & Operations?    Role Overview  We are looking for a passionate and skilled Medior D365 Finance & Operations Developer to join our growing team. In this role, you will be responsible for designing, developing, and maintaining customizations and integrations within the Microsoft Dynamics 365 F&O platform. You’ll work closely with functional consultants, business analysts, and other developers to deliver high-quality ERP solutions that support our business processes.    What Will You Do?  Develop and customize solutions within Microsoft Dynamics 365 F&O using X++, .NET, and other Microsoft technologies.  Collaborate with functional teams to translate business requirements into technical specifications.  Design and implement data integrations between D365 F&O and other systems (e.g., Azure services, Power Platform, third-party APIs).  Participate in code reviews, testing, and deployment processes.  Organize knowledge sharing sessions.  Coach junior developers as a buddy.  Troubleshoot and resolve technical issues in existing customizations and integrations.  Maintain documentation for developed solutions and technical processes.  Stay up to date with Microsoft updates, best practices, and new features in the D365 ecosystem.    About the Team  In the Finance & Operations department of Unified Operations, you’ll be part of a dynamic and collaborative environment focused on implementing and optimizing Microsoft Dynamics 365 F&O. You’ll work alongside a team of experienced dedicated professionals, each bringing their own expertise to long-term, impactful projects. Together, we help structure and improve financial and operational processes for our clients, guiding them through digital transformation with a hands-on, consultative approach.  We believe in continuous improvement not just in our methods and technologies, but in our people. That means investing in professional development, encouraging innovation, and fostering a culture of knowledge sharing and support. If you're looking to grow your skills while making a real difference, this is the team for you."
Senior Dynamics 365 SCM Consultant - New Zealand,"REMOTE, AU, MELBOURNE",N/A,N/A,https://www.hso.com/careers/vacancies/senior-dynamics-365-scm-consultant-hso-australia-or-new-zealand/,Microsoft Dynamics,"HSO is a leading Microsoft Partner with an established pedigree in Dynamics. Although we are relatively new to the ANZ region, we have quickly made our mark as a safe pair of hands for customer's D365 implementations. Our rapid growth over the last 2 years means we are now looking for Senior D365 professionals to join our growing team. ______________________________________________________________________________________________ As a Senior Dynamics SCM Consultant, working within a team of like minded professionals, you will be highly motivated to deliver innovative solutions to our customers. You will have extensive experience of Dynamics 365 F&O Supply Chain / Manufacturing implementations, either leading a team or as a key member of a wider team. You must have deep knowledge of all areas of Supply Chain / Manufacturing and be able to demonstrate the ability to advise and guide customers on best practice in a proactive way leveraging your industry expertise and previous implementation experiences. You must have excellent written and verbal communication skills, with the ability to communicate effectively to a wide range of stakeholders and colleagues. You will be required to lead workshops ensuring information is gathered succinctly and accurately to reflect customers requirements. Your documentation must be of a high standard and you will be well versed in the use of Azure DevOps. In addition to this, you must have: A minimum of 7 years Dynamics experience across a number of Supply Chain and / or Manufacturing modules; Experience of end to end delivery including all aspects of the project lifecycle; Previous experience in consulting, ideally within Australia or New Zealand; Strong analytical skills and a curious mind, with a desire to constantly push the boundaries of your knowledge; Excellent presentation skills with the ability to engage customers and colleagues, and; Relevant Microsoft certifications"
Lead Developer Microsoft D365 Commerce & POS,"NL, VEENENDAAL",N/A,N/A,https://www.hso.com/careers/vacancies/lead-developer-microsoft-d365-fo/,Microsoft Dynamics,"Role Introduction Are you an experienced software developer with a passion for Microsoft technologies and a talent for leading teams? Role Overview As a Lead Developer in our Finance & Operations team, you will work on challenging projects with Dynamics 365 Commerce & POS. You will collaborate with colleagues to seamlessly integrate applications and coordinate with the integration specialist to build technical solutions together. Your role involves continuously optimizing the system and sharing your expertise within the team. You will develop technical solutions within Dynamics 365 while leading a team of (remote) software engineers. Additionally, you will act as a valuable sounding board for both clients and colleagues.   What Will You Do? Integrate various Microsoft products and third-party add-ons; D365 Commerce and POS with third-party solutions; Lead knowledge-sharing sessions across different domains; Develop and implement best practices and guidelines; Manage (remote) software engineers; Collaborate with the Technical Architect to translate proposed solutions into technical designs and high-functioning software; Act as a sparring partner for our clients and technical colleagues. About the Team In the Finance & Operations department, you’ll focus on implementing Microsoft Dynamics 365 Commerce & POS. ERP is central to business operations, so processes must be accurate and well-designed. Alongside a team of 100 dedicated colleagues, you’ll help structure and improve these processes, guiding the client through long-term projects. In F&O, we prioritize continuously refining our methods, investing in new developments, and, of course, in our people."
HSO GS - MS Dynamics 365 Senior/ Lead Manufacturing Consultant,"REMOTE, IN",N/A,N/A,https://www.hso.com/careers/vacancies/hso-gs-ms-dynamics-365-senior-lead-manufacturing-consultant/,Microsoft Dynamics,"As an MS Dynamics 365 Manufacturing Consultant, you will be responsible for delivering end-to-end implementation, optimization, and support for Microsoft Dynamics 365 solutions within manufacturing environments. Your expertise will focus on enhancing production lifecycle management, discrete and process manufacturing, logistics, inventory management, and warehouse operations to drive client success."
Microsoft D365 F&O Senior Technical Consultant,"REMOTE, US",N/A,N/A,https://www.hso.com/careers/vacancies/microsoft-d365-fo-senior-technical-consultant/,Microsoft Dynamics,"As a D365 F&O Senior Technical Consultant you can expect to…  Follow technical design specifications and architectural guidelines provided by Solution Architects Develop, test, and deploy customizations and extensions within Dynamics 365 solutions, focusing on D365 F&O extensions via X++, C#, and .NET Deliver solution components on the Power Platform / Dataverse platform Actively participate in technical discussions, providing input for solution design and contributing to the creation of technical documentation Understand estimates as well as, provide feedback on estimates before taking ownership of each development work item Understand and support complex integrations between D365 F&O and external systems (using OData, custom services, DMF, Logic Apps, etc.) Execute data migration activities, including data mapping, transformation, scripting, and validation, as outlined in the project's data migration strategy Troubleshoot and resolve complex technical issues, perform root cause analysis, and implement effective solutions to ultimately optimize application performance under guidance Provide technical guidance, support, and mentorship to junior developers and consultants, fostering their growth and ensuring adherence to HSO development best practices Write high-quality, well-documented code and participate in peer code reviews to ensure standards and best practices are met Contribute to improving HSO’s ability to deliver quality technical solutions Work effectively with functional consultants to understand business requirements and ensure technical solutions align with those needs, as well as collaborate with project managers to provide updates on progress and potential roadblocks Utilize Lifecycle Services (LCS) and Power Platform Admin Center (PPAC) for environment management, code deployment, and troubleshooting; Manage individual code contributions using Azure DevOps Stay updated with D365 F&O features, platform updates, and development best practices Manage your time across multiple concurrent projects while also contributing value add to HSO’s ability to deliver quality solutions Travel as the needs of clients and our business dictate"
HSO GS - MS Dynamics 365 FO Senior SCM Functional Consultant,"REMOTE, IN, BENGALURU",N/A,N/A,https://www.hso.com/careers/vacancies/hso-gs-ms-dynamics-365-fo-senior-scm-functional-consultant/,Microsoft Dynamics,"About HSO HSO Success and Ambition HSO are a leading Microsoft Dynamics Gold partner who were founded in 1987 specialising in sectors such as Retail, Rental, Manufacturing, Professional Services and Local Government. With a head count of over 280 employees in the UK, winning multiple awards such as 2020 Microsoft Partner of the Year, Best Tech company 2021 and Top 3 Large Companies to work for 2021 our reputation in the Dynamics Market is higher than ever. Prioritizing customer satisfaction, our expertise and pragmatic approach to each customer’s business needs enable us to provide a 100% reference-able solution, supported by award winning 24-hour support. Our recruitment moto has always been – ‘We don’t want good people to just join us, we want them to stay with us’. Ensuring our employees are challenged, supported and engaged in our wider family is key to our continued success – we have a designated Learning and Development Team who are continuously offering the best training on the market, combined with an Engagement Team who are creative in ways we can have social activities virtually. From online chess tournaments to coffee mornings, to Netflix and book clubs, virtual singing classes, online yoga – the list is endless! Job Purpose: To provide functional expertise to HSO’s Dynamics 365 customers both nationally and internationally. Reporting to Head of Functional Services Key Responsibilities ****Someone with experience in the Manufacturing Module and its implementation. Collaborate with a team of developers and consultants to deliver client engagements. Project and Delivery Management. Ensure teams utilization to meet HSO's standards. Work on D365 projects, collaborate with teams located globally. Will be required to perform hands - on technical tasks and act as a subject matter expertise. Work closely with leadership and contribute towards practice development initiative. Supply Chain Management Good knowledge in Logitics and Quality order process. Core knowledge of Product Information Management. Good knowledge of Inventory management and transactions. Good Knowledge of Warehouse Management excluding warehouse management. Knowledge of Advance Warehouse Management is good to have not mandatory. Transportation management (Shipments Inbound / Outbound). Must have Procurement and Sourcing (mandatory) (Procure to Pay) Intercompany trade – Must have Sales and Marketing. (Order to cash cycle) Data Management (Import & export). Data migration, data management ­– Must have Should be able to understand complex Customizations. Ability to understand customer requirements and convert them to a workable solution. Experience working in core logistical and manufacturing business processes such as Procurement, Sales, Distribution, and Warehouse Management. Product Information Management, Inventory management including Inventory Transactions. Key Competencies Excellent communication skills including written, on the telephone and face to face. Critical thinking and problem-solving skills. Planning and organizing. Decision-making. Team player. Flexible to learn about new technologies. Ambitious both for personal development, to take personal ownership and to contribute to the continued success."
Senior Dynamics 365 SCM Consultant - HSO Australia,"REMOTE, AU, MELBOURNE",N/A,N/A,https://www.hso.com/careers/vacancies/senior-dynamics-365-scm-consultant-hso-australia-or-new-zealand-1/,Microsoft Dynamics,"HSO is a leading Microsoft Partner with an established pedigree in Dynamics. Although we are relatively new to the ANZ region, we have quickly made our mark as a safe pair of hands for customer's D365 implementations. Our rapid growth over the last 2 years means we are now looking for Senior D365 professionals to join our growing team. ______________________________________________________________________________________________ As a Senior Dynamics SCM Consultant, working within a team of like minded professionals, you will be highly motivated to deliver innovative solutions to our customers. You will have extensive experience of Dynamics 365 F&O Supply Chain / Manufacturing implementations, either leading a team or as a key member of a wider team. You must have deep knowledge of all areas of Supply Chain / Manufacturing and be able to demonstrate the ability to advise and guide customers on best practice in a proactive way leveraging your industry expertise and previous implementation experiences. You must have excellent written and verbal communication skills, with the ability to communicate effectively to a wide range of stakeholders and colleagues. You will be required to lead workshops ensuring information is gathered succinctly and accurately to reflect customers requirements. Your documentation must be of a high standard and you will be well versed in the use of Azure DevOps. In addition to this, you must have: The right to work in either Australia A minimum of 7 years Dynamics experience across a number of Supply Chain and / or Manufacturing modules; Experience of end to end delivery including all aspects of the project lifecycle; Previous experience in consulting, ideally within Australia Strong analytical skills and a curious mind, with a desire to constantly push the boundaries of your knowledge; Excellent presentation skills with the ability to engage customers and colleagues, and; Relevant Microsoft certifications"
(Senior) Consultant Microsoft D365 CE Schwerpunkt Power Pages (m/w/d) - remote,"REMOTE, DE, BÖBLINGEN",N/A,N/A,https://www.hso.com/careers/vacancies/senior-consultant-microsoft-d365-ce-schwerpunkt-power-pages-mwd-remote/,Microsoft Dynamics,"Gestalte mit uns, wie Technologie Unternehmen verändert – und deine Karriere gleich mit.   HSO gehört seit über 21 Jahren zum Microsoft Inner Circle – der exklusiven Top 1 % aller Partner weltweit – und wurde 26-mal als Microsoft Partner of the Year ausgezeichnet. Mit über 30 Jahren Erfahrung, 2.800 Mitarbeitenden aus 43 Nationen und 33 Standorten weltweit verbinden wir technologische Exzellenz mit tiefem Branchenverständnis.   Bei HSO arbeitest du an innovativen Projekten, direkt an der Schnittstelle zwischen Business und moderner Microsoft Cloud – von Dynamics über Azure bis hin zu Data & AI.   Du willst nicht nur beraten, sondern gestalten? Dann werde Teil von HSO und bring dein Know-how dorthin, wo es zählt: in internationale Projekte, moderne Technologien und ein Team, das deinen Anspruch teilt, besser zu sein als gestern.  Du unterstützt unsere Kunden bei der Optimierung ihrer kundenorientierten Geschäftsprozesse und entwickelst Portallösungen, die in eine ganzheitliche Customer Experience eingebettet sind Du designst maßgeschneiderte Portale auf Basis von Microsoft Dynamics 365, Power Apps und Power Pages Konfiguration, Customizing und No-/Low-Code-Entwicklung gehören zu deinem Werkzeugkasten Du erstellst responsive Webdesigns, die sich an modernen UX-Standards orientieren Du leitest Projekte und Teilprojekte und führst Workshops sowie Schulungen für unsere Kunden durch"
HSO International - Dynamics 365 F&O (AX) Finance Senior Consultant,"REMOTE, NL, AMSTERDAM",N/A,N/A,https://www.hso.com/careers/vacancies/hso-international-dynamics-365-ax-finance-senior-consultant/,Microsoft Dynamics,"Position HSO International - Dynamics 365 (AX) Finance Senior Consultant. What is your goal? To work in a senior role as an international finance consultant. About HSO International HSO International is 100% focused on driving business transformations at multinational organisations using Microsoft technology. HSO International work with some of the leading brands in Retail, Distribution, Manufacturing and Professional Services. Together with 300+ colleagues at HSO International, you are a point of contact for companies that understand the big picture and oversee cross-border implementation issues. Learn more about Life at HSO International: https://www.hso.com/en/campaigns/life-at-hso-international/ Key Responsibilities Successfully deliver and implement Dynamics 365 F&O (AX) financial modules on international client projects. Deliver high-quality business and software application services to clients. The creation of high-quality and sustainable client solutions. Deliver all consultancy according to the HSO Project Methodology, ensuring that all software applications are implemented successfully according to the project plan. Meet customer expectations of business knowledge, skills and behaviour. Identify business/project risk and mitigate or communicate as necessary. Communicate progress updates to relevant parties both formally and informally. Participate in pre-sales activities as requested. Always represent HSO International professionally and positively. Advise customers on industries’ best practices proactively rather than passively."
Microsoft D365 F&O Functional Solution Architect - SCM,"REMOTE, US",N/A,N/A,https://www.hso.com/careers/vacancies/microsoft-d365-fo-functional-solution-architect-scm/,Microsoft Dynamics,"As a D365 Functional Solution Architect you will... Act as Functional Solution Architect (FSA) on projects while implementing various modules of D365 for Finance and Operations Lead the D365 SCM Workstream Perform the Solution Advisory/Solution Architect role in the analysis phase of a D365 F&O implementation Conduct Business Process Analysis (BPA) workshops Accurately estimate entire enterprise-level projects along with appropriate resources and skillsets required Conduct Business Process Analysis (BPA), create the Solution Blueprint document and perform Fit/Gap analysis Act as solution advisor to the project during design/development, testing and deployment phases Ensure a formal process is in place for testing and issues resolution, specifically around the functional architecture and integration points of the implementation Finalize and sign-off on functional specifications, unit and system test scripts, and deployment plans Ensure training will cover all relevant topics allowing client successful use and maintenance of the application Act as escalation point for all support issues during and after a project Adhere to and improve implementation methodology as the business paradigm changes; Share best practices with team Travel as the needs of clients and our business dictate You’re great at… Articulating architectural differences between solution methods and the challenges and approaches to integrating solutions built on different platform Providing leadership and effectiveness in consulting and client management Forming and leading virtual teams and collaborating across large, matrix organizations Prioritizing tasks and communicating commitments Working in a highly collaborative team environment Solving complex problems with creative solutions Mentoring and guiding junior consultants on best practices/approaches Learning new concepts quickly and thoroughly Promoting the mission and Shared Values of our company"
Senior Dynamics 365 Finance Consultant - HSO Australia,"REMOTE, AU, MELBOURNE",N/A,N/A,https://www.hso.com/careers/vacancies/senior-dynamics-365-finance-consultant-hso-australia-1/,Microsoft Dynamics,"HSO is a leading Microsoft Partner with an established pedigree in Dynamics. Although we are relatively new to the ANZ region, we have quickly made our mark as a safe pair of hands for customer's D365 implementations. Our rapid growth over the last 4 years means we are now looking for Senior D365 professionals to join our growing team. ______________________________________________________________________________________________ As a Senior Dynamics Finance Consultant, working within a team of like minded professionals, you will be highly motivated to deliver innovative solutions to our customers. You will have extensive experience of Dynamics 365 F&O Finance implementations, either leading a team or as a key member of a wider team. You must have deep knowledge of Finance modules and be able to demonstrate the ability to advise and guide customers on best practice in a proactive way leveraging your industry expertise and previous implementation experiences. You must have excellent written and verbal communication skills, with the ability to communicate effectively to a wide range of stakeholders and colleagues. You will be required to lead workshops ensuring information is gathered succinctly and accurately to reflect customers requirements. Your documentation must be of a high standard and you will be well versed in the use of Azure DevOps. In addition to this, you must have: A minimum of 7 years Dynamics experience across a number of Finance modules; Experience of end to end delivery including all aspects of the project lifecycle; Previous experience in consulting, ideally within Australia or New Zealand; Strong analytical skills and a curious mind, with a desire to constantly push the boundaries of your knowledge; Excellent presentation skills with the ability to engage customers and colleagues, and; Relevant Microsoft certifications"
Dynamics 365 Field Service / Project Operations Consultant,"NL, VEENENDAAL",N/A,N/A,https://www.hso.com/careers/vacancies/dynamics-365-field-service-project-operations-consultant/,Microsoft Dynamics,"Als Dynamics 365 Field Service / Project Operations Consultantimplementeer en optimaliseer je Field Service en/of Project Operations. Je analyseert bedrijfsprocessen, vertaalt deze naar oplossingen in Dynamics 365, en begeleidt de klant tijdens implementatie en training. Met jouw kennis en expertise ben je dé sparringspartner voor de klant en geef je zowel organisatorisch als conceptueel advies voor de verbetering van processen en de inrichting van het systeem. Jouw uitdagingen: · Vertalen van complexe serviceprocessen naar schaalbare oplossingen in Dynamics 365 Field en/of Project Operations. · Integreren van Dynamics 365 Field Service en Project Operations met bestaande systemen voor een naadloze klantbeleving en efficiënte operaties. · Zorgdragen voor een tijdige oplevering binnen scope en budget met maximale klanttevredenheidAnticiperen op technologische ontwikkelingen en bieden van innovatieve oplossingen. · Oplossen van uitdagingen tijdens implementaties en ondersteuning na livegang. · Samenwerken met teams om klantgerichte CRM- en CE-oplossingen te ontwikkelen en implementeren"
(Senior) Consultant Managed Services MS Dynamics 365 CRM (m/w/d) - bundesweit,"DE, BÖBLINGEN",N/A,N/A,https://www.hso.com/careers/vacancies/senior-consultant-managed-services-ms-dynamics-365-crm-mwd-bundesweit/,Microsoft Dynamics,"Gestalte mit uns, wie Technologie Unternehmen verändert – und deine Karriere gleich mit.   HSO gehört seit über 21 Jahren zum Microsoft Inner Circle – der exklusiven Top 1 % aller Partner weltweit – und wurde 26-mal als Microsoft Partner of the Year ausgezeichnet. Mit über 30 Jahren Erfahrung, 2.800 Mitarbeitenden aus 43 Nationen und 33 Standorten weltweit verbinden wir technologische Exzellenz mit tiefem Branchenverständnis.   Bei HSO arbeitest du an innovativen Projekten, direkt an der Schnittstelle zwischen Business und moderner Microsoft Cloud – von Dynamics über Azure bis hin zu Data & AI.   Du willst nicht nur beraten, sondern gestalten? Dann werde Teil von HSO und bring dein Know-how dorthin, wo es zählt: in internationale Projekte, moderne Technologien und ein Team, das deinen Anspruch teilt, besser zu sein als gestern.  Implementierung und Anpassung: Du bist der Wegbereiter für effiziente Microsoft-Dynamics-Lösungen! Mit kreativen Ideen und technischem Know-how gestaltest du maßgeschneiderte Anpassungen, die auf die spezifischen Anforderungen unserer Kunden zugeschnitten sind. Dabei bringst du Systeme nahtlos zusammen, indem du Microsoft Dynamics mit anderen Anwendungen integrierst – immer unterstützt von unserem erfahrenen Team Support und Wartung: Du bist der Problemlöser, auf den unsere Kunden zählen! Als Experte für Microsoft Dynamics 365 CE findest du für jedes technische Problem eine Lösung. Ob Anfragen aus dem Service-Postfach, Herausforderungen aus dem Ticketsystem oder präventive Wartungsarbeiten – du sorgst dafür, dass alles reibungslos läuft. Regelmäßige Updates gehören genauso zu deinem Repertoire wie die Optimierung der Systemleistung Schulung und Unterstützung: Du bist nicht nur Techniker, sondern auch Coach! Mit deinem Know-how und deiner Begeisterung machst du End-User fit für die Microsoft-Dynamics-Plattform. Egal ob durch interaktive Schulungen, klare Dokumentationen oder anschauliche Materialien – du zeigst, wie Dynamics zum echten Gamechanger im Arbeitsalltag wird Monitoring und Reporting: Als wacher Beobachter behältst du die Leistung der Dynamics CE-Lösungen immer im Blick. Mithilfe klar definierter KPIs und präziser Berichte zeigst du nicht nur, wie effizient die Systeme laufen, sondern spürst auch versteckte Optimierungsmöglichkeiten auf. Gemeinsam mit dem Kunden setzt du die richtigen Hebel in Bewegung, um das Maximum herauszuholen Zusammenarbeit: Gemeinsam zum Erfolg! Du bist die Schnittstelle zwischen unseren Kunden, deren internen Teams und unserem Implementierungsteam. In enger Abstimmung sorgst du dafür, dass Microsoft-Dynamics-Lösungen nicht nur funktionieren, sondern echte Unternehmensziele vorantreiben. Regelmäßige Meetings mit Kunden bieten dir die Bühne, um Fortschritte zu präsentieren, Feedback einzuholen und eine vertrauensvolle Zusammenarbeit zu stärken"
Senior Dynamics 365 Power Platform Developer,"NL, VEENENDAAL",N/A,N/A,https://www.hso.com/careers/vacancies/senior-dynamics-365-power-platform-developer/,Microsoft Dynamics,"Join us as a Senior Dynamics 365 Power Platform Developer! As a Senior Dynamics 365 Power Platform Developer, you'll chart your own career and personal growth path with the backing of our organization. Collaborating closely with clients, you'll make a tangible impact while immersing yourself in the cutting-edge world of business consultancy and process optimization, empowered by the latest Microsoft solutions. Responsibilities Gather requirements and design, develop, and implement Dynamics 365 power platform solutions across Sales, Customer Service, Field Service, Marketing, and Project Operations for AEC (Architecture, Engineering, Construction) and Legal industries. Deliver superior business and software application services, crafting sustainable solutions that meet clients' needs. Leverage your technical prowess in Dynamics 365 power platform Customization & Configuration. Excel in Plugins, TypeScript, Power Automate, and Power Apps to extend and enrich core functionalities. Uphold coding standards, ensuring the delivery of high-quality, maintainable, and efficient code. Analyze and troubleshoot complex issues, offering effective and timely solutions. Conduct comprehensive code reviews, providing constructive feedback, and mentoring junior developers. Meet and exceed customer expectations in terms of business knowledge, skills, and conduct, identifying and mitigating project risks as needed. Communicate project progress updates to relevant stakeholders in a clear and timely manner. Participate in pre-sales activities as needed, while also assuming Architect roles and responsibilities as required. Serve as a professional ambassador for HSO, proactively advising customers on industry best practices."
Senior Consultant Finance MSD365 (m/w/d) - bundesweit,"DE, BÖBLINGEN",N/A,N/A,https://www.hso.com/careers/vacancies/senior-consultant-finance-microsoft-dynamics-365-mwd-bundesweit/,Microsoft Dynamics,"Gestalte mit uns, wie Technologie Unternehmen verändert – und deine Karriere gleich mit. HSO gehört seit über 21 Jahren zum Microsoft Inner Circle – der exklusiven Top 1 % aller Partner weltweit – und wurde 26-mal als Microsoft Partner of the Year ausgezeichnet. Mit über 30 Jahren Erfahrung, 2.800 Mitarbeitenden aus 43 Nationen und 33 Standorten weltweit verbinden wir technologische Exzellenz mit tiefem Branchenverständnis. Bei HSO arbeitest du an innovativen Projekten, direkt an der Schnittstelle zwischen Business und moderner Microsoft Cloud – von Dynamics über Azure bis hin zu Data & AI. Du willst nicht nur beraten, sondern gestalten? Dann werde Teil von HSO und bring dein Know-how dorthin, wo es zählt: in internationale Projekte, moderne Technologien und ein Team, das deinen Anspruch teilt, besser zu sein als gestern. WAS DICH ERWARTET: Bei HSO bekommst Du die Chance, eine aktive Gestalterrolle bei der digitalen Transformation von Finanzprozessen zu übernehmen – und das mit der vollen Power der Microsoft Cloud und Künstlicher Intelligenz (KI) . In Deiner Rolle nutzt Du Microsoft Dynamics 365 Unified Operations und entwickelst zukunftssichere Digitalisierungslösungen , bei denen KI-basierte Ansätze integraler Bestandteil sind. Im engen Austausch mit unseren Kunden bringst Du nicht nur Best Practices ein, sondern auch KI-gestützte Optimierungen , z. B. in folgenden Bereichen: Automatisierung von Buchhaltungsprozessen (z. B. durch KI-gestützte Belegverarbeitung oder automatische Kontierung) Predictive Finance & Forecasting mit KI Analyse und Optimierung der Finance-Prozesslandschaft auf Basis intelligenter Datenauswertung Nutzung von Copilot-Funktionen in Dynamics 365 zur Verbesserung von User Experience und Produktivität Mit Deinem Know-how in Finance und Deinem Interesse an neuen Technologien kannst Du Kunden gezielt mit KI-Lösungen voranbringen – ein klarer USP in dieser Rolle."
Traineeship Consultancy (Dynamics 365 CE & AI),"NL, VEENENDAAL",N/A,N/A,https://www.hso.com/careers/vacancies/traineeship-consultancy-dynamics-365-ce-ai/,Microsoft Dynamics,"Afgestudeerd? What’s next? Stap in bij het HSO Young Professional Program! Kickstart je IT-carrière & join the journey to explore op 1 september 2025! Start jouw carrière als Functioneel Consultant bij HSO en geef je toekomst een vliegende start op 1 september 2025. In ons Young Professional Program ontwikkel je jezelf razendsnel tot een specialist in Microsoft Dynamics 365 Customer Engagement (CE), met AI als jouw versnellingsmotor. Jouw start bij HSO Je begint met een vijfweekse Masterclass waarin je alles leert over Dynamics 365 CE, Microsoft-technologie en de nieuwste ontwikkelingen op het gebied van AI en automatisering. Je traint op zowel technische vaardigheden als soft skills, zoals klantgericht adviseren, samenwerken en communiceren. Na afronding behaal je je officiële Microsoft-certificering. Snel aan de slag bij topklanten Na de Masterclass ga je direct aan de slag binnen een ervaren projectteam. Je werkt mee aan digitale transformaties bij klanten als Rituals, Royal BAM en Heineken. Als Functioneel Consultant analyseer je bedrijfsprocessen, vertaal je klantbehoeften naar slimme oplossingen, implementeer je Dynamics 365 CE (middels Low en No-code) en begeleid je klanten bij adoptie en optimalisatie van AI-tools zoals Copilot. Jij bent de verbindende schakel tussen business en technologie. Groei in je eigen tempo Je staat er nooit alleen voor. Je krijgt begeleiding van een senior consultant, ondersteuning van je manager en een leertraject via de HSO Academy. Je groeit van Trainee naar Junior Consultant en kunt daarna doorgroeien naar Medior of zelfs Lead Consultant – afhankelijk van jouw ambitie, bijvoorbeeld richting AI-integratie, procesoptimalisatie of klantstrategie."
Lead Consultant Finance MSD365 (m/w/d) - bundesweit,"DE, BÖBLINGEN",N/A,N/A,https://www.hso.com/careers/vacancies/lead-consultant-finance-microsoft-dynamics-365-mwd-bundesweit/,Microsoft Dynamics,"Gestalte mit uns, wie Technologie Unternehmen verändert – und deine Karriere gleich mit. HSO gehört seit über 21 Jahren zum Microsoft Inner Circle – der exklusiven Top 1 % aller Partner weltweit – und wurde 26-mal als Microsoft Partner of the Year ausgezeichnet. Mit über 30 Jahren Erfahrung, 2.800 Mitarbeitenden aus 43 Nationen und 33 Standorten weltweit verbinden wir technologische Exzellenz mit tiefem Branchenverständnis. Bei HSO arbeitest du an innovativen Projekten, direkt an der Schnittstelle zwischen Business und moderner Microsoft Cloud – von Dynamics über Azure bis hin zu Data & AI. Du willst nicht nur beraten, sondern gestalten? Dann werde Teil von HSO und bring dein Know-how dorthin, wo es zählt: in internationale Projekte, moderne Technologien und ein Team, das deinen Anspruch teilt, besser zu sein als gestern. WAS DICH ERWARTET: Bei HSO bekommst Du die Chance, eine aktive Gestalterrolle bei der digitalen Transformation von Finanzprozessen zu übernehmen – und das mit der vollen Power der Microsoft Cloud und Künstlicher Intelligenz (KI) . In Deiner Rolle nutzt Du Microsoft Dynamics 365 Unified Operations und entwickelst zukunftssichere Digitalisierungslösungen , bei denen KI-basierte Ansätze integraler Bestandteil sind. Im engen Austausch mit unseren Kunden bringst Du nicht nur Best Practices ein, sondern auch KI-gestützte Optimierungen , z. B. in folgenden Bereichen: Automatisierung von Buchhaltungsprozessen (z. B. durch KI-gestützte Belegverarbeitung oder automatische Kontierung) Predictive Finance & Forecasting mit KI Analyse und Optimierung der Finance-Prozesslandschaft auf Basis intelligenter Datenauswertung Nutzung von Copilot-Funktionen in Dynamics 365 zur Verbesserung von User Experience und Produktivität Als Lead Consultant Finance übernimmst Du die Verantwortung im Lead für Finance-Bereiche in einem Projekt. Hierbei leitest Du auch jüngere Berater. Das Planen und Zuteilen von Aufgabenpaketen gehört ebenso zu Deinem Aufgabengebiet. Du übernimmst zudem rollierend Mentoring -Aufgaben für einen Junior Berater. Mit Deinem Know-how in Finance und Deinem Interesse an neuen Technologien kannst Du Kunden gezielt mit KI-Lösungen voranbringen – ein klarer USP in dieser Rolle."
